CL_lev,CL_bal,CKA_dna_rna,CKA_rna_case,CKA_dna_case,domain,k,Coh
0.7312251966784856,0.8779182680851726,0.7525162557032113,0.6753763086392928,0.7692929207548624,Healthcare,10,1
0.6961871554276189,0.800445322635776,0.6908723773346289,0.6252532108499704,0.7811316940313703,RLV,11,0
0.7235654291276392,0.8309035259147766,0.7310230633795443,0.656185266143566,0.7897249748954237,Healthcare,11,1
0.7063349330230381,0.82891853594722,0.7237495265559384,0.6352984674434651,0.7664184595866206,RLV,12,1
0.718501286892506,0.8411390045985377,0.7261974902296806,0.6554624844090711,0.7792558433572021,Healthcare,12,1
0.708065650626347,0.8055976095089367,0.7103165037397663,0.634517232921216,0.7876354465699009,RLV,13,1
0.736657806813655,0.8964024636022309,0.7691764824201817,0.6894916937863489,0.7537760793059552,Healthcare,13,1
0.7274060575825358,0.8427421595924407,0.75043846492061,0.6574385820898818,0.780118301436143,RLV,14,1
0.6740965667801131,0.8226360483671254,0.6948418827384096,0.6022045700573873,0.732042525066487,Healthcare,14,0
0.6748768668049095,0.8088991446959146,0.6795469863708918,0.6048870062374905,0.7477903892022072,RLV,15,0
0.6911985186877405,0.7811505583099096,0.7226353371629622,0.5974643195098853,0.764851683397057,Healthcare,15,0
0.7255337406979184,0.8725206983874664,0.738968343882148,0.6715237435011567,0.7696364621976549,RLV,16,1
0.7044568014948684,0.8020789983045145,0.7299463695217433,0.6197901156335878,0.7727295153516542,Healthcare,16,1
0.6753930999364596,0.8502592628596981,0.6686008236691172,0.6259320094249091,0.7361660575383754,RLV,17,0
0.7287716604028299,0.8511944328098903,0.7735566808472262,0.658447140200056,0.7599086198842122,Healthcare,17,1
0.69418733205271,0.8180887995641312,0.6934494458216107,0.6282143418077438,0.7679048315322855,RLV,18,0
0.6943104195944781,0.8014279618785631,0.7264871940301965,0.6076434040864244,0.758200902626477,Healthcare,18,0
0.6955553085401447,0.8079002109134048,0.6970017579378752,0.6245388055751551,0.773039537728375,RLV,19,0
0.6752345164257089,0.8295824553475061,0.6852574302294264,0.6104988555837695,0.7359110015508175,Healthcare,19,0
0.7225579036198028,0.8739807614061227,0.7419370881414794,0.6666169919979895,0.7627364599256035,RLV,20,1
0.7004753562230484,0.7799727271631501,0.7182154388644315,0.6109443199918693,0.7832893365566044,Healthcare,20,0
0.7212884951604454,0.8409409903578609,0.7477936474352189,0.649614010399631,0.7724846545096927,RLV,21,1
0.7218170891921688,0.8259617488829553,0.7447021918738965,0.6458466204134002,0.7819328453004685,Healthcare,21,1
0.7186770550230587,0.8276637321803477,0.7357687665003722,0.6461851269270259,0.7807338920418254,RLV,22,1
0.7362901452401294,0.8365268057033056,0.7674827718454381,0.65959764288874,0.7884955250587418,Healthcare,22,1
0.7164858902317685,0.8472092343125454,0.7325449737350004,0.6522133099329084,0.7698373477505077,RLV,23,1
0.6968605031062313,0.8478862519488681,0.7069443693942195,0.6370814385204068,0.7513760684951241,Healthcare,23,0
0.7115436614130467,0.8268248715557589,0.7090848830094381,0.6481268061454194,0.7838743468443322,RLV,24,1
0.7204351248076275,0.8473626399326277,0.7385853280162629,0.6549778842651034,0.7729605406218754,Healthcare,24,1
0.6972365048310905,0.8184776875567004,0.6962587071768671,0.6312309408127438,0.77122559406241,RLV,25,0
0.7175032081460828,0.8086804047052424,0.7320102389506793,0.6388010964229944,0.7899302279444157,Healthcare,25,1
0.700711816478729,0.8273623734681161,0.7094827608717321,0.6334117587395757,0.7655796045987161,RLV,26,1
0.7290832784817136,0.8685399646948759,0.7662124427128043,0.6654861279425537,0.7600518248556097,Healthcare,26,1
0.6950814311338812,0.8262234962322333,0.718309296243836,0.6215077622687576,0.7522271698916504,RLV,27,0
0.7160247534732417,0.8817935498367203,0.7365144190119749,0.6629562766161889,0.7518270878018409,Healthcare,27,1
0.7334756959955385,0.8461665301719176,0.751985226817154,0.6663491667399368,0.7874917560312308,RLV,28,1
0.7340256396975717,0.8389027881142438,0.7493595206475409,0.6653919608291693,0.7931693281469397,Healthcare,28,1
0.7165388421621082,0.8551429090344389,0.7211490139603364,0.6604903074762333,0.7723741850610768,RLV,29,1
0.7338281001931883,0.8777390204598069,0.742023674595225,0.6836996048515269,0.7789326769286938,Healthcare,29,1
0.6730817845327712,0.8172731930679925,0.6974586510334128,0.5977590369951592,0.7314066361961649,RLV,30,0
0.7418954552503335,0.8461734628223093,0.7561608433525475,0.6759844011638816,0.7988721354002492,Healthcare,30,1
0.7241442413113411,0.842564858160154,0.727453702973671,0.663187929783964,0.7871060884643563,RLV,31,1
0.728934183453735,0.8654784612693459,0.7499091509854424,0.6685844646279445,0.772502719070988,Healthcare,31,1
0.7117528307133706,0.8775004253014992,0.7440295683122509,0.652886262630891,0.7422665392439615,RLV,32,1
0.715238926148982,0.8675894061680423,0.7244160918999549,0.661972258018122,0.7630017763148037,Healthcare,32,1
0.7118086065003002,0.8177106841683321,0.7526899422754717,0.6259456589259693,0.765485484101995,RLV,33,1
0.7376959626265256,0.827387406308711,0.7613321096793272,0.6605162241307685,0.7983155400897167,Healthcare,33,1
0.7036665517771284,0.8167183587866806,0.7217960032139872,0.6278838088329218,0.7687886553275329,RLV,34,1
0.7131487609134397,0.8748998294302287,0.7477758963099833,0.6542290041336408,0.7413770533753875,Healthcare,34,1
0.6843413712071545,0.8000570248899861,0.7021415586621615,0.6043065832244975,0.7553293883115322,RLV,35,0
0.7338836816425347,0.8540133359583323,0.7500086335695734,0.6708725795598831,0.7855528143563033,Healthcare,35,1
0.6733737559010495,0.7603761443521658,0.6884858105268842,0.5806989273059806,0.7636995605651612,RLV,36,0
0.7098713853757164,0.840649002116879,0.7461854917782342,0.6348241735846041,0.7551596111885253,Healthcare,36,1
0.7128839158804426,0.8233290893800874,0.7429030470439237,0.6336491907019637,0.7696183687364426,RLV,37,1
0.7418751622901251,0.8659396903483899,0.7518560061030053,0.6857609219869746,0.7919268854752174,Healthcare,37,1
0.6991142802493723,0.8276829000545131,0.7107170969638344,0.6308206037320755,0.7621525147982738,RLV,38,0
0.7066935213843144,0.8523166731076239,0.7335451456054147,0.6403740628558895,0.7513334926571688,Healthcare,38,1
0.6727834128078877,0.7924856189358601,0.6960786565493666,0.5888157924869886,0.7429987099042165,RLV,39,0
0.7452537354224934,0.8644528976184299,0.7682110597586658,0.6824748186709763,0.789487571331181,Healthcare,39,1
0.6915934909716457,0.7808507944441623,0.6896141587884378,0.6120082678558973,0.7837710766389716,RLV,40,0
0.6842914989450839,0.7564869763101127,0.7156521692712545,0.581984541052562,0.7693252617398458,Healthcare,40,0
0.708906837320358,0.8310138020121929,0.7446188322661129,0.6305519283199187,0.7587743149308933,RLV,41,1
0.7129428833485995,0.8179806760457502,0.7114675806791626,0.6454700142238798,0.7891017882527316,Healthcare,41,1
0.6964545822277913,0.832792858934719,0.7168332887326959,0.6264675985911943,0.7522490039030244,RLV,42,0
0.7371622235697769,0.8397303266888935,0.7612107678097707,0.6647556917238013,0.7916299680934146,Healthcare,42,1
0.6767818178311878,0.8015844764469673,0.6852930488278288,0.6021566814409564,0.7512080125478764,RLV,43,0
0.7204856531494724,0.8322371136274875,0.7199799313576042,0.6575084672179917,0.7900494419818617,Healthcare,43,1
0.696259788344382,0.7950818922856655,0.714876275822081,0.612699406469828,0.7706116972535589,RLV,44,0
0.7354016862688386,0.8342181631853831,0.7507778115688112,0.664769427546693,0.796877192182359,Healthcare,44,1
0.7383132276063774,0.8684723944836382,0.7675969108967543,0.6747958049272753,0.7769916570905908,RLV,45,1
0.7307301017140403,0.8729180174098158,0.7416832744123751,0.6776617659188162,0.776317766850113,Healthcare,45,1
0.6735085074215248,0.7928402028796966,0.6714678970691658,0.6006131463450289,0.7575462800240521,RLV,46,0
0.7358613340027808,0.8738801929149659,0.7519219142357195,0.680508496509424,0.7787205866738781,Healthcare,46,1
0.6985824875559855,0.8569532944902808,0.715657140062746,0.6389290191436656,0.7455820792703798,RLV,47,0
0.7319077954638362,0.8529126738806115,0.7740615044910385,0.6602068675435007,0.7672088626599987,Healthcare,47,1
0.7355241513969777,0.8790189649050366,0.7556252354452935,0.6803639631049571,0.77400373628851,RLV,48,1
0.729485161337752,0.8517543966601744,0.7752127963835788,0.6602909076669418,0.7583909409519534,Healthcare,48,1
0.68313426426621,0.7588459176468136,0.6817221227944589,0.5957063241511954,0.7850161808848952,RLV,49,0
0.7230914590988605,0.8542461646266559,0.7447259811736289,0.6585414474512438,0.7709036045120039,Healthcare,49,1
