domain,event_id,candidate_id,stage_t,context_label,g_S,g_A,g_D,g_E,q_S,q_A,q_D,q_E,A_g,n_candidates_in_family
RLV,0,3,2,dense_day,0.2759488384345807,0.4815857756800753,0.9526213379170897,0.12437151635129991,0.9419657763115133,0.8152621506007641,0.976934011926066,0.9862634098914713,True,6
RLV,0,4,0,dense_day,0.1106648671393077,0.5697989452216506,0.9768824103667716,0.08242095288913531,0.9419657763115133,0.8152621506007641,0.976934011926066,0.9862634098914713,True,6
RLV,0,4,1,dense_day,0.08388226165588161,0.39120285995434156,0.8182222004062842,0.0,0.9419657763115133,0.8152621506007641,0.976934011926066,0.9862634098914713,True,6
RLV,0,4,2,dense_day,0.1845983344093752,0.4448238828830029,0.8297559251552452,0.07655538885386556,0.9419657763115133,0.8152621506007641,0.976934011926066,0.9862634098914713,True,6
RLV,0,5,0,dense_day,0.07892448993314714,0.6185147185324393,0.9845326730139881,0.0623609207041482,0.9419657763115133,0.8152621506007641,0.976934011926066,0.9862634098914713,True,6
RLV,0,5,1,dense_day,0.0,0.5676871800133293,0.931089367854222,0.0,0.9419657763115133,0.8152621506007641,0.976934011926066,0.9862634098914713,False,6
RLV,0,5,2,dense_day,0.12545284419299443,0.5426661277208161,0.8802873104845182,0.11469135967404817,0.9419657763115133,0.8152621506007641,0.976934011926066,0.9862634098914713,True,6
RLV,1,0,0,sparse_day,0.6458693760051742,0.47572182943891145,0.28304456788128796,0.16001355486085433,0.7224099407350237,0.8909603974649667,0.839822611599855,0.9429671670767579,True,5
RLV,1,0,1,sparse_day,0.7066886861015943,0.5090048137654304,0.19986357408373673,0.0,0.7224099407350237,0.8909603974649667,0.839822611599855,0.9429671670767579,True,5
RLV,1,0,2,sparse_day,0.6777115195950985,0.5140646758551216,0.22917690273551328,0.08791779011198461,0.7224099407350237,0.8909603974649667,0.839822611599855,0.9429671670767579,True,5
RLV,1,1,0,sparse_day,0.7734594233167491,0.4807057018602883,0.18985428637732496,0.2553433577682876,0.7224099407350237,0.8909603974649667,0.839822611599855,0.9429671670767579,True,5
RLV,1,1,1,sparse_day,0.8042589590727962,0.6709919623939494,0.30676986080536595,0.3053053060492189,0.7224099407350237,0.8909603974649667,0.839822611599855,0.9429671670767579,True,5
RLV,1,1,2,sparse_day,0.8044399927821789,0.5997663253942048,0.26736933818826675,0.2617975246954212,0.7224099407350237,0.8909603974649667,0.839822611599855,0.9429671670767579,True,5
RLV,1,2,0,sparse_day,0.673879988592915,0.42383917585612413,0.27278670834913843,0.2352684411655331,0.7224099407350237,0.8909603974649667,0.839822611599855,0.9429671670767579,True,5
RLV,1,2,1,sparse_day,0.4679671073625429,0.2816581044870683,0.31667864699216575,0.35260616067074646,0.7224099407350237,0.8909603974649667,0.839822611599855,0.9429671670767579,True,5
RLV,1,2,2,sparse_day,0.591439672604835,0.4995428967132557,0.31858024909210786,0.29226371142818425,0.7224099407350237,0.8909603974649667,0.839822611599855,0.9429671670767579,True,5
RLV,1,3,0,sparse_day,0.5867681647141378,0.5060590563511314,0.2003821062429019,0.22561171301148752,0.7224099407350237,0.8909603974649667,0.839822611599855,0.9429671670767579,True,5
RLV,1,3,1,sparse_day,0.5010746128457647,0.4863483322528374,0.349619338553172,0.24759851245383577,0.7224099407350237,0.8909603974649667,0.839822611599855,0.9429671670767579,True,5
RLV,1,3,2,sparse_day,0.5240895658364104,0.47694637495830217,0.2538968533096374,0.23989402653660516,0.7224099407350237,0.8909603974649667,0.839822611599855,0.9429671670767579,True,5
RLV,1,4,0,sparse_day,0.6906813512097874,0.5810699789129337,0.24754288708206248,0.29551655157162465,0.7224099407350237,0.8909603974649667,0.839822611599855,0.9429671670767579,True,5
RLV,1,4,1,sparse_day,0.6207799674143061,0.41517785161455023,0.1124265403695304,0.1939849025366192,0.7224099407350237,0.8909603974649667,0.839822611599855,0.9429671670767579,True,5
RLV,1,4,2,sparse_day,0.7039417059522912,0.4361262556027609,0.19341512481559778,0.18486649029597835,0.7224099407350237,0.8909603974649667,0.839822611599855,0.9429671670767579,True,5
RLV,2,0,0,dense_day,0.3925541818438322,0.42924584465621596,1.0,0.23884334962865064,0.8471721361943012,0.8362066073511816,0.6617976097757841,0.5764796425384822,True,6
RLV,2,0,1,dense_day,0.22112851740296213,0.23770355676182284,1.0,0.48015655053831224,0.8471721361943012,0.8362066073511816,0.6617976097757841,0.5764796425384822,True,6
RLV,2,0,2,dense_day,0.2522501552242043,0.31529862224556454,0.9893806602741726,0.3841136667309921,0.8471721361943012,0.8362066073511816,0.6617976097757841,0.5764796425384822,True,6
RLV,2,1,0,dense_day,0.29250339539304643,0.4399743624675875,0.9561733845174683,0.22942553443155175,0.8471721361943012,0.8362066073511816,0.6617976097757841,0.5764796425384822,True,6
RLV,2,1,1,dense_day,0.2696213895996147,0.4872347992994382,1.0,0.24210742139779612,0.8471721361943012,0.8362066073511816,0.6617976097757841,0.5764796425384822,True,6
RLV,2,1,2,dense_day,0.3207804020373583,0.41995713126630374,0.9259538271189351,0.2285595236261567,0.8471721361943012,0.8362066073511816,0.6617976097757841,0.5764796425384822,True,6
RLV,2,2,0,dense_day,0.27629909331965635,0.36390040438669774,0.9591974686254071,0.275476754885356,0.8471721361943012,0.8362066073511816,0.6617976097757841,0.5764796425384822,True,6
RLV,2,2,1,dense_day,0.09060411283611738,0.36818881334991616,0.8914137479587061,0.22960252167468148,0.8471721361943012,0.8362066073511816,0.6617976097757841,0.5764796425384822,True,6
RLV,2,2,2,dense_day,0.21053870764807556,0.4453330176991062,0.9081603440836895,0.2487325266437812,0.8471721361943012,0.8362066073511816,0.6617976097757841,0.5764796425384822,True,6
RLV,2,3,0,dense_day,0.3024426157573026,0.39661508188911027,0.9880284802240088,0.23851029569024088,0.8471721361943012,0.8362066073511816,0.6617976097757841,0.5764796425384822,True,6
RLV,2,3,1,dense_day,0.15062828564463124,0.40928365131701266,1.0,0.5909566609449898,0.8471721361943012,0.8362066073511816,0.6617976097757841,0.5764796425384822,True,6
RLV,2,3,2,dense_day,0.289267273625072,0.4156623351984385,0.9159298988149347,0.44670509858433877,0.8471721361943012,0.8362066073511816,0.6617976097757841,0.5764796425384822,True,6
RLV,2,4,0,dense_day,0.30770439564266344,0.4235882729126523,1.0,0.1932274358803749,0.8471721361943012,0.8362066073511816,0.6617976097757841,0.5764796425384822,True,6
RLV,2,4,1,dense_day,0.21612389403317192,0.12296780874924057,0.9772267711237129,0.04448941822003605,0.8471721361943012,0.8362066073511816,0.6617976097757841,0.5764796425384822,False,6
RLV,2,4,2,dense_day,0.23405026987384522,0.2142493134414297,0.9080997125079916,0.05181800031704671,0.8471721361943012,0.8362066073511816,0.6617976097757841,0.5764796425384822,False,6
RLV,2,5,0,dense_day,0.2638874840712882,0.5142703783345501,0.9115325115967462,0.17484234884482333,0.8471721361943012,0.8362066073511816,0.6617976097757841,0.5764796425384822,True,6
RLV,2,5,1,dense_day,0.5210553780362722,0.9209797820282071,0.7475131835611983,0.12328749489449906,0.8471721361943012,0.8362066073511816,0.6617976097757841,0.5764796425384822,False,6
RLV,2,5,2,dense_day,0.484084097764892,0.8822911484847797,0.7098112311988529,0.17049957689658074,0.8471721361943012,0.8362066073511816,0.6617976097757841,0.5764796425384822,False,6
RLV,3,0,0,sparse_night,0.9040444169438204,0.27771003764835567,0.36681609127695297,0.5603874858619887,0.9730280455121811,0.5600279546283176,0.9180033459351409,0.9886937155913258,True,6
RLV,3,0,1,sparse_night,0.797216407586553,0.12197243157067714,0.5335761047093941,0.5971723773825881,0.9730280455121811,0.5600279546283176,0.9180033459351409,0.9886937155913258,False,6
RLV,3,0,2,sparse_night,0.7987175082530347,0.1066080906465579,0.48445568952201945,0.6576063183728149,0.9730280455121811,0.5600279546283176,0.9180033459351409,0.9886937155913258,False,6
RLV,3,1,0,sparse_night,0.8533872126437709,0.14947538182932846,0.3013342063710168,0.5437184981519758,0.9730280455121811,0.5600279546283176,0.9180033459351409,0.9886937155913258,True,6
RLV,3,1,1,sparse_night,0.8124832466312732,0.13498702430009393,0.2660573734220529,0.5650772498463215,0.9730280455121811,0.5600279546283176,0.9180033459351409,0.9886937155913258,True,6
RLV,3,1,2,sparse_night,0.8510409355076038,0.08119126249095125,0.2482924502860303,0.6234675965900678,0.9730280455121811,0.5600279546283176,0.9180033459351409,0.9886937155913258,True,6
RLV,3,2,0,sparse_night,0.9237084463488499,0.1544558931357614,0.2003122570292617,0.5574949324198691,0.9730280455121811,0.5600279546283176,0.9180033459351409,0.9886937155913258,True,6
RLV,3,2,1,sparse_night,1.0,0.0,0.3212481789470081,0.511501401182664,0.9730280455121811,0.5600279546283176,0.9180033459351409,0.9886937155913258,True,6
RLV,3,2,2,sparse_night,0.9179243774751884,0.05027826255043414,0.28282656602395884,0.6331528538052211,0.9730280455121811,0.5600279546283176,0.9180033459351409,0.9886937155913258,True,6
RLV,3,3,0,sparse_night,0.9380415089638802,0.2596672024723231,0.34701894060207555,0.5630494921806425,0.9730280455121811,0.5600279546283176,0.9180033459351409,0.9886937155913258,True,6
RLV,3,3,1,sparse_night,1.0,0.32112624469568496,0.4629372853536638,0.5215295586857833,0.9730280455121811,0.5600279546283176,0.9180033459351409,0.9886937155913258,True,6
RLV,3,3,2,sparse_night,0.9232949242660866,0.2899965707083678,0.4376186250005485,0.536081938909224,0.9730280455121811,0.5600279546283176,0.9180033459351409,0.9886937155913258,True,6
RLV,3,4,0,sparse_night,0.9480262639853779,0.16351906932656793,0.3467107008265568,0.5786386076707266,0.9730280455121811,0.5600279546283176,0.9180033459351409,0.9886937155913258,True,6
RLV,3,4,1,sparse_night,1.0,0.2658275260859782,0.1266250650351031,0.5692651634649785,0.9730280455121811,0.5600279546283176,0.9180033459351409,0.9886937155913258,True,6
RLV,3,4,2,sparse_night,0.8712756979110177,0.25881151488080123,0.22410913972219448,0.6457620344831881,0.9730280455121811,0.5600279546283176,0.9180033459351409,0.9886937155913258,True,6
RLV,3,5,0,sparse_night,0.8739622254355576,0.12236575387980596,0.2897874507970039,0.4802671507651073,0.9730280455121811,0.5600279546283176,0.9180033459351409,0.9886937155913258,True,6
RLV,3,5,1,sparse_night,0.7800025866000362,0.1660470798969801,0.4515311358519414,0.5654937568765288,0.9730280455121811,0.5600279546283176,0.9180033459351409,0.9886937155913258,True,6
RLV,3,5,2,sparse_night,0.6702676512589051,0.22351635854715696,0.39109720517212726,0.6337290217992232,0.9730280455121811,0.5600279546283176,0.9180033459351409,0.9886937155913258,True,6
RLV,4,0,0,dense_night,0.040071794333414304,0.1809764303043617,0.9470731959010795,0.43317989153594777,0.9226012054405591,0.9261758961859055,0.9003935954012403,0.9691082600498674,False,4
RLV,4,0,1,dense_night,0.24747557100567058,0.0768740782706027,0.8319581934804346,0.46150275839231486,0.9226012054405591,0.9261758961859055,0.9003935954012403,0.9691082600498674,True,4
RLV,4,0,2,dense_night,0.32869707770435286,0.1592917491229696,0.8511870802346577,0.5645372781424145,0.9226012054405591,0.9261758961859055,0.9003935954012403,0.9691082600498674,True,4
RLV,4,1,0,dense_night,0.06299310446024264,0.15869104302505163,1.0,0.4291722586086244,0.9226012054405591,0.9261758961859055,0.9003935954012403,0.9691082600498674,False,4
RLV,4,1,1,dense_night,0.0,0.3832866536374514,0.9359220796660443,0.444275520816649,0.9226012054405591,0.9261758961859055,0.9003935954012403,0.9691082600498674,False,4
RLV,4,1,2,dense_night,0.17500112876414214,0.30600575682174114,0.8155762727737732,0.4492391912126625,0.9226012054405591,0.9261758961859055,0.9003935954012403,0.9691082600498674,True,4
RLV,4,2,0,dense_night,0.0,0.15296704825969665,1.0,0.4532440520183543,0.9226012054405591,0.9261758961859055,0.9003935954012403,0.9691082600498674,False,4
RLV,4,2,1,dense_night,0.0,0.0,1.0,0.3871954073089873,0.9226012054405591,0.9261758961859055,0.9003935954012403,0.9691082600498674,False,4
RLV,4,2,2,dense_night,0.1392942024120977,0.13448205230129334,0.9188061401464647,0.508462374702077,0.9226012054405591,0.9261758961859055,0.9003935954012403,0.9691082600498674,True,4
RLV,4,3,0,dense_night,0.03236266982149297,0.1574884532389203,0.9647663368565059,0.4304497723603537,0.9226012054405591,0.9261758961859055,0.9003935954012403,0.9691082600498674,False,4
RLV,4,3,1,dense_night,0.05991132335346698,0.27236243979735897,0.9096425727450659,0.5034131881628495,0.9226012054405591,0.9261758961859055,0.9003935954012403,0.9691082600498674,False,4
RLV,4,3,2,dense_night,0.15077269708698096,0.2907169368303698,0.8845896006865571,0.4741806961297201,0.9226012054405591,0.9261758961859055,0.9003935954012403,0.9691082600498674,True,4
RLV,5,0,0,sparse_night,0.5975058741354269,0.0860384915582992,0.12020630550679628,0.9455022345940666,0.9622653970174699,0.8346339811583763,0.9568854048073233,0.777318907011846,True,6
RLV,5,0,1,sparse_night,0.45182972265337207,0.15249608394314748,0.10185417441051456,0.6891754189754122,0.9622653970174699,0.8346339811583763,0.9568854048073233,0.777318907011846,False,6
RLV,5,0,2,sparse_night,0.5757692795032368,0.17583722882223654,0.1208741120756709,0.6579931920086216,0.9622653970174699,0.8346339811583763,0.9568854048073233,0.777318907011846,True,6
RLV,5,1,0,sparse_night,0.5246124593321191,0.02139452203474586,0.17985316422882802,0.9422939612951946,0.9622653970174699,0.8346339811583763,0.9568854048073233,0.777318907011846,True,6
RLV,5,1,1,sparse_night,0.5752815188821572,0.20628715380868926,0.1318631031078149,0.7355338669367921,0.9622653970174699,0.8346339811583763,0.9568854048073233,0.777318907011846,True,6
RLV,5,1,2,sparse_night,0.6680204047135333,0.22497850443799777,0.21111705484772028,0.7514755456094182,0.9622653970174699,0.8346339811583763,0.9568854048073233,0.777318907011846,True,6
RLV,5,2,0,sparse_night,0.5507697466563296,0.017438794702314755,0.28686600928196326,1.0,0.9622653970174699,0.8346339811583763,0.9568854048073233,0.777318907011846,True,6
RLV,5,2,1,sparse_night,0.5604831055749186,0.0398654777667053,0.43753963132725726,0.8816074554125714,0.9622653970174699,0.8346339811583763,0.9568854048073233,0.777318907011846,True,6
RLV,5,2,2,sparse_night,0.6268271295524098,0.12131959482263173,0.39146188681029737,0.8026237289389249,0.9622653970174699,0.8346339811583763,0.9568854048073233,0.777318907011846,True,6
RLV,5,3,0,sparse_night,0.4778482485010484,0.0,0.1334461756261679,0.9029270969341039,0.9622653970174699,0.8346339811583763,0.9568854048073233,0.777318907011846,True,6
RLV,5,3,1,sparse_night,0.43680142637022173,0.2712123627401324,0.2882852474131896,0.768234340646276,0.9622653970174699,0.8346339811583763,0.9568854048073233,0.777318907011846,False,6
RLV,5,3,2,sparse_night,0.5408647534620954,0.267251367991379,0.2618563919915487,0.7660477157278393,0.9622653970174699,0.8346339811583763,0.9568854048073233,0.777318907011846,True,6
RLV,5,4,0,sparse_night,0.5882851790152666,0.0,0.2425079579123662,0.8687639498739503,0.9622653970174699,0.8346339811583763,0.9568854048073233,0.777318907011846,True,6
RLV,5,4,1,sparse_night,0.5891726477459841,0.36367432172341657,0.27373912187990473,1.0,0.9622653970174699,0.8346339811583763,0.9568854048073233,0.777318907011846,True,6
RLV,5,4,2,sparse_night,0.6367647009054636,0.373464663210243,0.26123249115144026,0.9133428815911034,0.9622653970174699,0.8346339811583763,0.9568854048073233,0.777318907011846,True,6
RLV,5,5,0,sparse_night,0.5183525033302259,0.021515067947877664,0.14673852181635988,0.959140122996742,0.9622653970174699,0.8346339811583763,0.9568854048073233,0.777318907011846,True,6
RLV,5,5,1,sparse_night,0.6702926839526533,0.07282946496108986,0.10666369911856302,1.0,0.9622653970174699,0.8346339811583763,0.9568854048073233,0.777318907011846,True,6
RLV,5,5,2,sparse_night,0.676740610433908,0.1847736047422992,0.06974553384595893,0.9064044905390168,0.9622653970174699,0.8346339811583763,0.9568854048073233,0.777318907011846,True,6
RLV,6,0,0,sparse_day,0.33140903438798186,0.8080378893886808,0.4316626975213273,0.17757016102228257,0.846038290493728,0.7351624623238977,0.997807318066449,0.9440017339668708,True,6
RLV,6,0,1,sparse_day,0.5594602070553407,0.672216956637483,0.3073853057212889,0.3645799681071152,0.846038290493728,0.7351624623238977,0.997807318066449,0.9440017339668708,True,6
RLV,6,0,2,sparse_day,0.563585697497546,0.7095123681130335,0.2760832141054306,0.4033178918783505,0.846038290493728,0.7351624623238977,0.997807318066449,0.9440017339668708,True,6
RLV,6,1,0,sparse_day,0.32075106391645186,0.7875330296494157,0.5443172127163605,0.11459086672954659,0.846038290493728,0.7351624623238977,0.997807318066449,0.9440017339668708,False,6
RLV,6,1,1,sparse_day,0.18899397048695768,0.7247340405254461,0.6076439658063999,0.0,0.846038290493728,0.7351624623238977,0.997807318066449,0.9440017339668708,False,6
RLV,6,1,2,sparse_day,0.3390695572522175,0.6646854330278671,0.5530589078152895,0.0,0.846038290493728,0.7351624623238977,0.997807318066449,0.9440017339668708,False,6
RLV,6,2,0,sparse_day,0.2748484843209708,0.6902981809215759,0.42476983831466764,0.14506268565720232,0.846038290493728,0.7351624623238977,0.997807318066449,0.9440017339668708,True,6
RLV,6,2,1,sparse_day,0.24975675675800513,0.6548253212688538,0.4024839563214591,0.1735370393439944,0.846038290493728,0.7351624623238977,0.997807318066449,0.9440017339668708,False,6
RLV,6,2,2,sparse_day,0.312471215968993,0.6680654098059577,0.3890707401812117,0.22464752092235232,0.846038290493728,0.7351624623238977,0.997807318066449,0.9440017339668708,True,6
RLV,6,3,0,sparse_day,0.34200344521374243,0.789442488523714,0.5678349767694186,0.12832468204912967,0.846038290493728,0.7351624623238977,0.997807318066449,0.9440017339668708,False,6
RLV,6,3,1,sparse_day,0.2990117946469017,0.6839486272736811,0.42331820288852146,0.0,0.846038290493728,0.7351624623238977,0.997807318066449,0.9440017339668708,True,6
RLV,6,3,2,sparse_day,0.3519787690971326,0.6557954630621897,0.389863137418869,0.0891479664591908,0.846038290493728,0.7351624623238977,0.997807318066449,0.9440017339668708,True,6
RLV,6,4,0,sparse_day,0.2759000092046936,0.8196308166842792,0.5030519452479126,0.1246969752306543,0.846038290493728,0.7351624623238977,0.997807318066449,0.9440017339668708,True,6
RLV,6,4,1,sparse_day,0.1844917489516339,0.8964107256004511,0.5293682474959672,0.0,0.846038290493728,0.7351624623238977,0.997807318066449,0.9440017339668708,False,6
RLV,6,4,2,sparse_day,0.30628905351479874,0.8184930120274397,0.41227059221469137,0.09497342249917262,0.846038290493728,0.7351624623238977,0.997807318066449,0.9440017339668708,True,6
RLV,6,5,0,sparse_day,0.24143564881328977,0.8414308934838896,0.5284788108858368,0.12005352388660692,0.846038290493728,0.7351624623238977,0.997807318066449,0.9440017339668708,False,6
RLV,6,5,1,sparse_day,0.29231925611076004,0.5040418182719071,0.3665901384486902,0.07892447506530875,0.846038290493728,0.7351624623238977,0.997807318066449,0.9440017339668708,True,6
RLV,6,5,2,sparse_day,0.33959389237760396,0.5628339250608226,0.4199995512054989,0.09282931432968544,0.846038290493728,0.7351624623238977,0.997807318066449,0.9440017339668708,True,6
RLV,7,0,0,dense_night,0.4193180403597907,0.5750397942030032,0.7201786415752219,0.7911752326941287,0.9281231105276264,0.9048705062107398,0.9850495768445877,0.6444565291498932,True,5
RLV,7,0,1,dense_night,0.18333441592591754,0.6503646157929583,0.575375514340806,0.8241138883164856,0.9281231105276264,0.9048705062107398,0.9850495768445877,0.6444565291498932,True,5
RLV,7,0,2,dense_night,0.18853724486138174,0.5790007612518795,0.5818857060576546,0.728509066510598,0.9281231105276264,0.9048705062107398,0.9850495768445877,0.6444565291498932,True,5
RLV,7,1,0,dense_night,0.48683981133902243,0.5600654397466143,0.6513334773887303,0.8413292069483718,0.9281231105276264,0.9048705062107398,0.9850495768445877,0.6444565291498932,True,5
RLV,7,1,1,dense_night,0.4251484723192585,0.5645605141025452,0.6889813600637344,0.7545759761703659,0.9281231105276264,0.9048705062107398,0.9850495768445877,0.6444565291498932,True,5
RLV,7,1,2,dense_night,0.43739165494627796,0.47778736129086313,0.6779981425115333,0.7909341741909964,0.9281231105276264,0.9048705062107398,0.9850495768445877,0.6444565291498932,True,5
RLV,7,2,0,dense_night,0.3991195018892808,0.42734419711630217,0.7625791672089699,0.8962366621276687,0.9281231105276264,0.9048705062107398,0.9850495768445877,0.6444565291498932,True,5
RLV,7,2,1,dense_night,0.34238180472637436,0.15618687142947618,0.7191114105415378,0.856165449149975,0.9281231105276264,0.9048705062107398,0.9850495768445877,0.6444565291498932,True,5
RLV,7,2,2,dense_night,0.3516904619855272,0.16756851223991567,0.7407195553630885,0.8268451241669982,0.9281231105276264,0.9048705062107398,0.9850495768445877,0.6444565291498932,True,5
RLV,7,3,0,dense_night,0.37642852352393713,0.5829430502475211,0.7846665665556697,0.7773682811191716,0.9281231105276264,0.9048705062107398,0.9850495768445877,0.6444565291498932,True,5
RLV,7,3,1,dense_night,0.3292030008343463,0.5630626002304682,0.8708025139312683,0.535074256348161,0.9281231105276264,0.9048705062107398,0.9850495768445877,0.6444565291498932,True,5
RLV,7,3,2,dense_night,0.3573465101090891,0.48274433428388974,0.9001704102960417,0.5727367246239045,0.9281231105276264,0.9048705062107398,0.9850495768445877,0.6444565291498932,True,5
RLV,7,4,0,dense_night,0.5345431850708785,0.4927961787736763,0.7113952757985147,0.78474027768688,0.9281231105276264,0.9048705062107398,0.9850495768445877,0.6444565291498932,True,5
RLV,7,4,1,dense_night,0.41287657036980896,0.517631634822848,0.8811479129549388,0.7394094390867559,0.9281231105276264,0.9048705062107398,0.9850495768445877,0.6444565291498932,True,5
RLV,7,4,2,dense_night,0.3379511679937362,0.46660450566394085,0.7919017690871716,0.7087082879368461,0.9281231105276264,0.9048705062107398,0.9850495768445877,0.6444565291498932,True,5
RLV,8,0,0,sparse_day,0.2665650952282211,0.26960048901250033,0.391947733451866,0.13852455496160157,0.9860923886808021,0.9676264789880872,0.9286144473004817,0.9736169497044403,False,6
RLV,8,0,1,sparse_day,0.19949065130054386,0.3803127299775588,0.6017201550934085,0.07428688592069947,0.9860923886808021,0.9676264789880872,0.9286144473004817,0.9736169497044403,False,6
RLV,8,0,2,sparse_day,0.30180295934307083,0.45941015438682276,0.49038212556484406,0.178987073576365,0.9860923886808021,0.9676264789880872,0.9286144473004817,0.9736169497044403,True,6
RLV,8,1,0,sparse_day,0.12272197063486104,0.16567898623839583,0.3788930626856579,0.04427712798949243,0.9860923886808021,0.9676264789880872,0.9286144473004817,0.9736169497044403,False,6
RLV,8,1,1,sparse_day,0.0,0.03755713001996616,0.35073841105302167,0.20009235282192936,0.9860923886808021,0.9676264789880872,0.9286144473004817,0.9736169497044403,False,6
RLV,8,1,2,sparse_day,0.1697074526499905,0.16299581476258784,0.32262479700614694,0.2711299390758872,0.9860923886808021,0.9676264789880872,0.9286144473004817,0.9736169497044403,False,6
RLV,8,2,0,sparse_day,0.18651289436006813,0.16148549438816812,0.4459413273474414,0.14921812282225966,0.9860923886808021,0.9676264789880872,0.9286144473004817,0.9736169497044403,False,6
RLV,8,2,1,sparse_day,0.27716075105939453,0.15957494353682658,0.5441742380799808,0.004307186856569917,0.9860923886808021,0.9676264789880872,0.9286144473004817,0.9736169497044403,False,6
RLV,8,2,2,sparse_day,0.3735049704084689,0.28285347987252607,0.4093545478436131,0.024348956989114018,0.9860923886808021,0.9676264789880872,0.9286144473004817,0.9736169497044403,True,6
RLV,8,3,0,sparse_day,0.26959828692954646,0.18946661947334165,0.36689986530136376,0.15548598176263306,0.9860923886808021,0.9676264789880872,0.9286144473004817,0.9736169497044403,False,6
RLV,8,3,1,sparse_day,0.42752092695844884,0.0,0.15737044871489805,0.02628187989729558,0.9860923886808021,0.9676264789880872,0.9286144473004817,0.9736169497044403,False,6
RLV,8,3,2,sparse_day,0.540634161273168,0.19186865328261044,0.22188663819980015,0.05751055732480523,0.9860923886808021,0.9676264789880872,0.9286144473004817,0.9736169497044403,False,6
RLV,8,4,0,sparse_day,0.17933404140228706,0.22940492442037608,0.42092759593050255,0.18773186955200602,0.9860923886808021,0.9676264789880872,0.9286144473004817,0.9736169497044403,False,6
RLV,8,4,1,sparse_day,0.15306010267230377,0.2683450461240239,0.44306426781721786,0.2966193040238956,0.9860923886808021,0.9676264789880872,0.9286144473004817,0.9736169497044403,False,6
RLV,8,4,2,sparse_day,0.3210364197122804,0.29980690852236236,0.29525970814773655,0.33670681951809023,0.9860923886808021,0.9676264789880872,0.9286144473004817,0.9736169497044403,True,6
RLV,8,5,0,sparse_day,0.2946970898289102,0.15598308760857368,0.3250221090564488,0.16524666965915974,0.9860923886808021,0.9676264789880872,0.9286144473004817,0.9736169497044403,False,6
RLV,8,5,1,sparse_day,0.4250144415179843,0.4076463207493778,0.3973037691506519,0.11320633213716244,0.9860923886808021,0.9676264789880872,0.9286144473004817,0.9736169497044403,True,6
RLV,8,5,2,sparse_day,0.43999862295602477,0.4658333787747319,0.3450435208422756,0.12361158045540345,0.9860923886808021,0.9676264789880872,0.9286144473004817,0.9736169497044403,True,6
RLV,9,0,0,sparse_night,1.0,0.506392186222399,0.17212753237081527,1.0,0.9972573618988331,0.9624556389755252,0.504003210307642,0.6290128403483306,True,5
RLV,9,0,1,sparse_night,1.0,0.5347838049880881,0.019041540506137627,1.0,0.9972573618988331,0.9624556389755252,0.504003210307642,0.6290128403483306,True,5
RLV,9,0,2,sparse_night,0.9230362089938255,0.41413727458461413,0.08317879965799926,0.917151358318014,0.9972573618988331,0.9624556389755252,0.504003210307642,0.6290128403483306,True,5
RLV,9,1,0,sparse_night,1.0,0.48314182263328886,0.15993913348259484,0.9762851232587875,0.9972573618988331,0.9624556389755252,0.504003210307642,0.6290128403483306,True,5
RLV,9,1,1,sparse_night,1.0,0.4547338647619122,0.008399325848234662,0.9551378603938173,0.9972573618988331,0.9624556389755252,0.504003210307642,0.6290128403483306,True,5
