domain,event_id,context_label,u_0,u_1,u_2,u_3,u_4,u_5,u_6,u_7
RLV,12,sparse_day,0.5505195753354323,0.42997894888837507,0.25325752512597255,0.30560437672392243,0.4163141691291952,0.6275378058556327,0.28826997109140484,0.29492637420475154
RLV,13,dense_night,0.28542498194430144,0.46686729538608807,0.8338279614445806,0.7122311064847189,0.30852118503668174,0.24689527777093156,0.6854804907716373,0.7651113355950352
RLV,14,dense_day,0.09830588508678301,0.4426951177624628,0.8184311890652376,0.21769767885880287,0.5158049112053356,0.5302074669524538,1.0046133099181902,0.30740455608604417
RLV,15,dense_day,0.253974596407778,0.6259429497528768,0.8487233588058168,0.13483350011064624,0.31205627545025744,0.5938436490476522,0.9235558456569518,0.28308145230666976
RLV,16,dense_night,0.18307637682700809,0.3294122587740382,0.562874011763327,0.8160759083011326,0.5820151188567098,0.25437068128439716,0.7862364891023126,0.612953017359043
RLV,17,sparse_night,0.7189863257427846,0.3484744824882734,0.21785525030029115,1.0203471007676024,0.7756469667589556,0.3451253243547133,-0.028206657495292303,0.9428496275952494
RLV,18,dense_night,0.4212713640338627,0.38494777002168556,0.9268333670703714,0.8471240691892815,0.05595340554607081,0.31190737341947816,0.7302418766947258,0.48974817127276343
RLV,19,sparse_night,0.6456327997899564,0.13676899604528076,-0.021256368262348946,0.5878853464472743,0.8131382431336506,0.435005270604963,0.14839010556902293,0.5287502291194578
RLV,20,dense_day,0.27459546702566257,0.46256674176885676,0.9425839911714303,0.39709455731882926,0.3325027450293421,0.5029552244955122,0.8667909174446936,0.202010987105331
RLV,21,dense_day,0.32387783678784116,0.5039438889150706,0.8845862875708389,0.26971510500186197,0.3448905654746667,0.5594318447338045,0.76863141658078,0.3638555248657726
RLV,22,sparse_day,0.4679837335530833,0.587680549075124,0.41579452411076756,0.39296675683496973,0.516454553810412,0.6268760914048137,0.20023992276981048,0.2838347040872989
RLV,23,dense_night,0.3070587926183926,0.2757264136890364,0.6712354927742269,0.6321233501973953,0.5319029866657375,0.42545555523323636,0.9551932744814485,0.9721173044679106
RLV,24,dense_day,0.2419169379544788,0.47952150846834657,0.851318261623303,0.40547448332410707,0.1703152195886556,0.39276439002814734,0.6054725790718338,0.3039234270303925
RLV,25,dense_day,0.27607411693326495,0.6730417641109306,0.8119255929697071,0.12405768210365495,0.2187515525939995,0.6732286895584744,0.6194194563341634,0.4354789321154421
RLV,26,sparse_night,0.9158204591274399,0.31054411644968727,0.19704131248389078,0.8364604910765076,0.7890151976698151,0.23630138062444234,0.4156983138950293,0.745765882417579
RLV,27,sparse_night,0.7276736764363734,0.16885257106815008,-0.023640549169801878,1.006683193039478,0.8327435021630928,0.345562509673678,0.11291731617645005,0.7792554701067876
RLV,28,sparse_night,0.8595611641208878,0.4093485653482736,0.173829434481782,0.8587260726726091,0.76889488888219,0.3075237963884057,0.16290410160643612,0.8258117762982844
RLV,29,sparse_night,1.0413111334880618,0.3658779448892293,0.23713180337356013,0.6882711814469477,0.6801026130402785,0.3044166598916346,0.1707608567582671,0.5772426119462652
RLV,30,dense_day,0.5763426990267297,0.4844154648365947,0.6119028132245204,0.44822968659723267,0.35160267098524073,0.682592858674927,0.8832350410263238,0.35502709634546026
RLV,31,sparse_day,0.3534286430789647,0.5773696640392788,0.29740828519958024,0.13362395258619117,0.5788360859412803,0.5169876308397224,0.38024351022117564,0.33993484184878764
RLV,32,sparse_day,0.46081928570796415,0.5469707979504371,0.17800429322872882,0.17269500995362622,0.670644393385818,0.54647167458494,0.31762290460061865,0.2837407798772175
RLV,33,dense_night,0.4260928498363914,0.3457010304000853,0.737964279906791,0.6862813398394303,0.4128526036011366,0.45175504921564397,0.9153283483529693,0.699729970659501
RLV,34,dense_day,0.3930747728781765,0.5555269766292539,1.0093787945074957,0.5018860302408118,0.48602824434507497,0.43701548773242394,0.8741613823857906,0.35274193731497144
RLV,35,dense_day,0.33138402425832875,0.7123688293050472,1.0259443383550817,0.20198481848756927,0.344907942790507,0.5608188193201088,0.7316511867380082,0.29331779368200067
RLV,36,sparse_day,0.7544210715174603,0.3708284513104463,0.04646038449033227,0.1261561305806107,0.5924016168346847,0.5561139857224549,0.36789636580353047,0.3645217994910037
RLV,37,sparse_day,0.5443439470378278,0.6558596128999535,0.07869572985724192,0.43054080623070723,0.5206717085031431,0.6601302519146959,0.32791731556917614,0.29617222530459913
RLV,38,dense_day,0.25137298741483516,0.7390451979322649,0.842677917876591,0.31513982357171694,0.30924739692721176,0.44322516084433633,0.6737632683621649,0.3759441988268746
RLV,39,sparse_night,0.9094582875172135,0.2133606552315946,0.17691472793003093,0.6472457085512322,0.7226653082140742,0.21885039631636616,0.25782663361711394,0.8960862946003587
RLV,40,sparse_night,0.6414363114025677,0.24635128897585623,0.1752641604947096,0.990320459715184,0.8266379333211525,0.46604644334315987,0.22688749322435042,0.9952881607357623
RLV,41,dense_night,0.3884939676920835,0.24981786166741976,0.7413601689072253,0.8511647023456487,0.38571657920798497,0.24322352127819077,0.6909303493481537,0.7241020356731116
RLV,42,dense_night,0.49374174462684906,0.47631733011386734,0.7415141289930645,0.705358993715616,0.4910023639172879,0.36581581124129836,0.594779416879395,0.6024431170431783
RLV,43,dense_day,0.23155338145557358,0.3702352269530744,0.7645535000580443,0.36779007375274947,0.43281096982104744,0.38584692671417653,0.7322680759038143,0.2132117176870993
RLV,44,dense_night,0.3017802877107538,0.4797740563554238,0.7108507582051407,0.6787027015487694,0.3547368550253115,0.1199820953881908,0.6141616271907646,0.8153312183344259
RLV,45,dense_night,0.27764985901990685,0.36987345802791816,0.7432865481545678,0.4288943346906866,0.4258609563162108,0.2386011043053167,0.8082826751028618,0.54617785027256
RLV,46,dense_day,0.41314424217486745,0.47183508519189377,0.8620203565592168,0.26590811935670605,0.5810015362083022,0.7878712360174708,0.8555815804257689,0.30767732536426257
RLV,47,sparse_night,0.6895453092500841,0.48818477364765983,0.19616679775022808,0.6411694038318334,0.6151574748981907,0.2865403319867299,0.3373423839811779,0.7775890238234777
RLV,48,dense_night,0.4223263412382626,0.41690910113897794,0.5894947568048527,0.7774020027178072,0.6465454113544933,0.35941401569334935,0.7426001616952151,0.737080282730284
RLV,49,dense_night,0.5428720814641502,0.27166444473850465,0.7347296029217655,0.6794260202214648,0.24511041557012583,0.3183691819810108,0.9103655349452189,0.7284805724552615
RLV,50,dense_day,0.3555443930977944,0.6335694268987323,0.962213051322734,0.4093473606228777,0.3379066500864816,0.7164391275890606,0.8774152818078785,0.3758851431078958
RLV,51,dense_night,0.25412123578336465,0.3104730155104767,0.7551147027694447,0.9137472313097881,0.34085572626107186,0.2927739172360066,0.9358470670155434,0.655025301673809
RLV,52,dense_day,0.25269332674296935,0.6209327817316669,0.7609583890132311,0.13754309765437708,0.3081956764119113,0.5609831727086634,0.6253413397079925,0.1621008851353637
RLV,53,sparse_day,0.33156894015287747,0.5707069537773478,0.16203614922062676,0.17184446483678267,0.6265650304771474,0.6474207771378583,0.23876999095254808,0.21206501536378153
RLV,54,sparse_night,0.8930275024220857,0.33928933142370477,0.11932323539426454,0.7570963869734558,0.6358695321443529,0.203289866565877,0.07535909713179745,0.665123388508468
RLV,55,dense_day,0.33872014709254583,0.28416638612758355,0.8236487212889488,0.281121860058184,0.3307648468612377,0.7199097129492722,0.7041042041789349,0.20104529145544647
RLV,56,sparse_day,0.48000182630275234,0.6428055166843143,0.28962161727611535,0.239410545964828,0.7212076436237913,0.5634827796612248,0.17433732788073028,0.13273045226417723
RLV,57,sparse_day,0.5386947494005023,0.649192270197668,0.24039484479528117,-0.0019882382870146653,0.5057187566078997,0.7445409061927387,0.20950580573649674,0.07995893042764168
RLV,58,sparse_night,0.7194621445843195,0.24268772480001846,0.054079624281003144,0.8411176639033765,0.938956286307866,0.2779064481459403,-0.0025498991894883916,0.6700751813255822
RLV,59,sparse_day,0.7346140981181506,0.5902671412140766,0.14182395205973158,0.18276073206042787,0.6430151491640121,0.4927492394046633,-0.0706210670168852,0.29885557638499316
RLV,60,dense_night,0.2605719734080226,0.38003572071978065,0.7579179962301895,0.6442705816922583,0.2783116968537665,0.19800844763229888,0.7441819319435213,0.6441295864493679
RLV,61,dense_day,0.35231929084008673,0.7180439100257597,0.8508081440921946,0.20776286340462402,0.320373697300726,0.3886916323579923,0.8987364705646528,0.3707820295578327
RLV,62,dense_day,0.5026686634126517,0.46015733519560525,0.8609552526610545,0.4145553352382767,0.44709409860627203,0.5308464798975193,0.815331294297681,0.0913421444974882
RLV,63,dense_day,0.14520352323988664,0.49499100705362115,0.9518219326466204,0.48550757757343777,0.3788085815170496,0.5148755002694216,0.9408542042409334,0.40424432102780194
RLV,64,dense_night,0.3462324719029302,0.3674591656442372,0.7399412974197643,0.5958890875284071,0.4084595474825397,0.27547858942311504,0.6366079397255882,0.505267920368017
RLV,65,dense_night,0.07052633620271465,0.24122312606319418,0.7438984059468862,0.6572066228128832,0.42965230777965047,0.48553787755375033,0.7114157058415287,0.5730814244652562
RLV,66,dense_day,0.45154081556334347,0.4963043634152222,0.7988697315722721,0.30303153973180685,0.41512116158723944,0.5482799194585707,0.9668795605311383,0.2445677772879564
RLV,67,sparse_night,0.8799544739015773,0.3610050390021537,0.04555515908507024,0.8103812948944754,0.6920671712517096,0.26008840070741845,0.40841615126050534,0.8114834453115508
RLV,68,dense_day,0.25042179413509646,0.5407073358841358,0.6313650124518304,0.43477225323130736,0.5978029109241026,0.5596099149547703,0.594998785011638,0.3730668619892437
RLV,69,dense_night,0.28792714568244837,0.2887470981311264,0.6071313196664028,0.8060094608908708,0.30678986156724153,0.481224150585952,0.7019245296275987,0.5747979779659222
RLV,70,dense_night,0.5463955953732466,0.29262020905806146,0.7441387697119187,0.9296543248082108,0.3667194149447598,0.49866198616081503,0.7546854102677472,0.7498502596352187
RLV,71,sparse_night,0.9902313457022345,0.20872644563874232,0.1502578896513223,0.6435180491326495,0.9952677369996287,0.2900000847604063,0.15559522113528218,0.9625160558606747
RLV,72,sparse_day,0.6888267676326825,0.5340687576269522,0.1475567230867998,0.3144915724166893,0.5143205883318385,0.5060719306083246,0.3435798173823549,0.35610252864553443
RLV,73,dense_night,0.5112700608815064,0.5624957266073075,0.8076369380669024,0.592309513507428,0.4406726226954482,0.6412966453205131,0.7622907372862694,0.8754209031272319
RLV,74,dense_night,0.3620052633925771,0.31990609589866725,0.8690971936299664,0.8470193746119826,0.3199419383477956,0.2697694571063012,0.7955230703600534,0.8833038477708706
RLV,75,dense_night,0.4873343380372227,0.3436449603604366,0.8894081748017638,0.6150713464624076,0.20772703271788068,0.3459168796780309,0.9055143225941118,0.7193130563939261
RLV,76,dense_night,0.47321566045565316,0.34478592385892887,0.7699738612737873,0.7428570309314646,0.261449726268841,0.24268603737415373,0.4848066648460549,0.7677690710188488
RLV,77,sparse_night,0.7774132974449683,0.21405370618664823,0.1846606021991251,0.7600250280939632,1.0027787144529219,0.4610618753727862,0.22594069588219298,0.8454160327151583
RLV,78,sparse_day,0.5635278388175828,0.5606228601424007,0.1390254809101176,0.052503859349318366,0.645947411419403,0.6277856190333985,0.30196043029381925,0.18622517172318462
RLV,79,sparse_day,0.6465764307969815,0.638961798387462,0.33405269737472376,0.38781943582964207,0.4953137870047448,0.6286291332060565,0.09826021427337943,0.227410355397572
RLV,80,dense_night,0.22879678944426654,0.2801175680646112,0.7164490615778968,0.6986450983647003,0.45756790186270146,0.5226890100183463,0.8379253131323228,0.8154597451775494
RLV,81,sparse_day,0.6069917264701784,0.6165304430732556,0.25423067400723787,0.2147017078185323,0.570900384950636,0.8048834416405863,0.525265612261566,0.10547596617591476
RLV,82,dense_day,0.5331563839983727,0.6025021256040538,0.8711551145315751,0.2760144495482031,0.34393315569744326,0.706551050281399,0.8504446420956969,0.252600327444219
RLV,83,dense_day,0.3137983068642985,0.47370369321428435,0.8136489047313229,0.3652568697501487,0.25313074334487007,0.6408908581660457,1.1059792621603988,0.2925740117847126
RLV,84,sparse_day,0.568276116778392,0.5656423911855822,0.02579535034815217,0.3438088273657381,0.6589265525770542,0.754319683761394,0.17470043439725993,0.23298650245595237
RLV,85,dense_night,0.3078645328322277,0.35409895322489465,0.43711613651178194,0.5698046435852108,0.4043732470991572,0.45148104421439866,0.5170423055283191,0.6542613630757085
RLV,86,dense_day,0.2814260514886082,0.5763327950343918,0.961187208306047,0.16076554248481761,0.35148145489113675,0.4162732416339142,0.7319703403687827,0.2324279907023635
RLV,87,sparse_day,0.38858196468765627,0.5584605517638361,0.35177358164600425,0.07636653742892785,0.6680020688365303,0.7465766640249084,0.20938745772282047,0.3160315685128159
RLV,88,dense_night,0.25946920171559124,0.41142750944590917,0.9989341673771349,0.8782625786373157,0.21938464687952164,0.2855914327588036,0.8005740888666405,0.691566169358278
RLV,89,dense_day,0.5046598870773187,0.6663877232386496,0.8168501937743207,0.39069858050260464,0.3593553676952048,0.40171048257208586,0.9307275254197295,0.31753579691483375
RLV,90,sparse_day,0.7319222090745187,0.7103295350088119,0.24513144410647897,0.4025286245032171,0.3185054108995924,0.565144419103146,0.16330514412179228,0.3883219452977884
RLV,91,sparse_night,0.8770052778816625,0.3267478995604605,0.23637935771176494,0.6386831451769244,0.7825206712163079,0.2930353766513045,0.22483705195339815,0.7245874878581441
RLV,92,dense_day,0.5627347907709253,0.6195920610075142,0.667796182295201,0.13390518875897642,0.30212422696077,0.517812016056008,0.643365847654408,0.39832091042093287
RLV,93,dense_night,0.463008644903448,0.3895883457912752,0.7131758024927642,0.77928074956027,0.3981435084595838,0.30569440502374273,0.833520574397784,0.6827233468934643
RLV,94,sparse_night,0.7531753647000163,0.34194695383584717,0.09456083971748869,0.8059971169647915,0.6710367557969881,0.3297068381626553,0.1553025401951503,0.7351815735113033
RLV,95,sparse_day,0.7855720675387261,0.6091568173018855,0.16530027219072654,0.3077408906409445,0.5297146165212977,0.6176250207746182,0.026903977898520837,0.3804504627102921
RLV,96,dense_day,0.24890215489175277,0.5215722929064048,0.7999494127429658,0.260069196200415,0.1934921281288108,0.7184747264260015,0.6792869681828057,0.2759744628453001
RLV,97,dense_day,0.543155726843796,0.48286351082213175,0.7963588648105774,0.15335947356482482,0.21945775550396895,0.5984226816944708,0.7165201702262374,0.38883412003834983
RLV,98,sparse_day,0.6492661962069954,0.6268337887727649,0.3153388656461421,0.20609149058350545,0.6058544526041556,0.741747211729799,-0.07344268041344282,0.32072206019660093
RLV,99,dense_night,0.59309979625931,0.4179681623191094,0.8667587324939049,0.7521903615423935,0.3466666571448282,0.42336253043098493,0.8951058471221353,0.7161685652221064
RLV,100,dense_night,0.26461471531531,0.3713181651945563,0.7001408802912965,0.5856956000445177,0.2225040935029886,0.16234357997531945,0.7054288646766432,0.6897886035490101
RLV,101,sparse_day,0.6666083664085614,0.6505414900397071,0.13520729856887123,0.3239139924577689,0.8234990606462846,0.6566040798075157,0.2679627654884805,0.3306585973840849
RLV,102,dense_night,0.40685531361442734,0.3740848229793921,0.6258886969031859,0.7176988785319526,0.356677787832845,0.18886952608609872,0.8305781874011141,0.6323529818922644
RLV,103,dense_night,0.17308074281160707,0.28009398279822006,0.41773521342427655,0.7289104854947384,0.49717417123338625,0.2406005148597496,0.6935131293298192,0.8108384986442695
RLV,104,dense_night,0.4263852835628039,0.28838044985623323,0.5351338776657724,0.8123335749915648,0.13933622321732936,0.283424878785001,0.7434462142979926,0.7276587572115826
RLV,105,sparse_night,0.8858872737289727,0.18329606001115037,0.007791114803609306,1.037166648419744,0.6851620319794264,0.4375327966862097,0.16421043857238252,0.7495855929967795
RLV,106,dense_day,0.24563391652101152,0.4849130188638053,0.9789808210843128,0.28406442564712087,0.26665837963162736,0.6611329300538253,1.1071298247938495,0.32516191611707373
RLV,107,dense_day,0.27817295925143853,0.6181485176193441,0.6044284360541942,0.3527648866097564,0.05377638505140364,0.5227783927961851,0.9525091582382189,0.3746754367270051
RLV,108,sparse_day,0.41401850544128993,0.5807254631855077,0.1511590814816684,0.39058294110217323,0.45639598588985814,0.5307423386934174,0.09218714398951015,0.42310364728141703
RLV,109,sparse_day,0.5304113007225687,0.7022015847874861,0.2073171850920398,0.4325144480069276,0.4615118728494949,0.4228587872025758,0.12605393048293198,0.08384668623588243
RLV,110,sparse_night,0.9910658162910866,0.3090874029682093,0.20530210155596038,0.767887159037705,0.8790464344420509,0.4894551287819835,0.13424568748521426,1.0075655348899084
RLV,111,sparse_night,0.8895320401453884,0.2407994742480034,0.038363982883282036,0.8737363840765331,0.9133941830203056,0.40983220639758533,0.17578318666737502,0.8158348761595088
RLV,112,sparse_night,0.7809400740238095,0.15500640664009674,0.31048411714828955,0.7941134871846363,0.5928199489277175,0.38549161421916434,0.2730824021080158,0.5088909914078398
RLV,113,sparse_day,0.5765417767892077,0.8203708448896108,0.22786959112686292,0.056369222564869065,0.6501817633904118,0.6654796467292774,0.18498463661063144,0.10439239907089584
RLV,114,sparse_day,0.6186438895338712,0.668847174798155,0.11110800754825496,0.27324513593621885,0.6329322683273052,0.4135105414775254,0.2303235786533132,0.2445085522068233
RLV,115,sparse_night,0.5814625298134989,0.41340970231415725,-0.04239707602370163,0.8344197044176012,0.6987567982664374,0.1287955866000628,0.1786026111934286,0.7599440737625562
RLV,116,sparse_night,0.7157755395738837,0.2792434144482056,0.1871277345058338,0.9020736307482954,0.8899065076293103,0.16688891329145875,0.2672379276814357,0.7893471584746937
RLV,117,dense_night,0.3617883610640866,0.20925813736591034,0.7055785187255915,0.6614856399140386,0.326003543209064,0.4612004197731127,0.5216518125488026,0.4617041211146834
RLV,118,sparse_night,0.8846040796892003,0.030755000174198466,0.05964650418801115,0.70113301463585,0.8093984830086718,0.2756606443608,0.1330234687656138,0.7790336563872634
RLV,119,dense_day,0.31081973637313687,0.3876077328747369,0.8765475450400747,0.3183444853344002,0.4335026907232133,0.717600456633783,0.8468476684393638,0.5736499574307835
RLV,120,dense_night,0.5036557617294926,0.29241171107900465,0.756628711114664,0.8457620618671517,0.3584858043800147,0.267187411033744,0.9201684664949716,0.7054669385336314
RLV,121,dense_night,0.3858886619378161,0.21039306750857284,0.9217495895148018,0.5611454735017183,0.20197721296415413,0.36600225699155786,0.7003556423975013,0.519447372560328
RLV,122,dense_night,0.4677869688261571,0.4235714828930099,0.8572829283708311,0.7374479708894677,0.2597800103824809,0.4328408193643016,0.7498342703725991,0.6420715066811988
RLV,123,sparse_night,0.954051439783844,0.22137226572739885,-0.1190482464162805,0.6803875097833814,0.6683521953357732,0.38840506533359687,-0.17600839060743814,0.7461972247912854
RLV,124,sparse_day,0.6514195774791887,0.7261095240945596,0.12018701935664731,0.3601698352420458,0.708567498018768,0.7815464009704243,-0.0002123190674250819,0.14113802612787194
RLV,125,sparse_night,0.6415373607956601,-0.08343440214729603,0.14158308579154139,0.7014144272607878,0.8477305371290421,0.06345271271467587,0.07233857389205998,0.8564323887037383
RLV,126,sparse_day,0.545561514450532,0.7258884502052696,0.3884237264707605,0.15720451443928085,0.49322140365376216,0.668093571644455,0.12523593260987448,0.21777064986935274
RLV,127,dense_night,0.2065830078878286,0.26349225588147124,0.8187182050788487,0.7050068335924695,0.5699528344718795,0.18063590551083877,1.0322597920139347,0.5154409067716504
RLV,128,sparse_night,0.7711160187076872,0.3880831853006614,0.17227362092291773,0.7362629349970894,0.7314384730558572,0.3762975914626521,-0.1376082923336688,0.8956837987039377
RLV,129,dense_day,0.44111631472345214,0.7103743230019757,0.7681843370352576,0.45347396035625565,0.43899079998110524,0.5272623842816694,0.8187464459475358,0.3217044271698784
RLV,130,dense_night,0.2465908071952452,0.5068221468406816,0.8136675747757978,0.5966055389290966,0.3322754027409214,0.2509651788515199,0.643696654034315,0.7552361237459416
RLV,131,dense_day,0.34608475729893096,0.6827847182310935,0.8873949706809519,0.1731199387828002,0.54470169657037,0.5148621401216424,0.7953375851348021,-0.03954063626988419
RLV,132,sparse_day,0.5781166848836652,0.752547726030828,0.20065884890436259,0.09943030260229932,0.5690281352424572,0.3490700588236046,0.054689859776042904,0.3262607161783597
RLV,133,sparse_day,0.7537548427403646,0.8334566947037478,0.274382477639184,0.2774572710326354,0.4338020254409104,0.6369715841416896,0.13369959717544186,0.2753812016118965
RLV,134,dense_night,0.5143845860189545,0.4283871109523388,0.8819299729163809,0.5645290772808401,0.19606281438562675,0.34949770932418833,1.0978560736271425,0.8519450533713484
RLV,135,sparse_day,0.5036321826865786,0.8085050919584513,0.44266340683106853,0.311518783883653,0.7238415717215305,0.23004962843317572,0.17659971014115472,0.3822598767903448
RLV,136,sparse_day,0.689654788587573,0.7579727937425035,0.17745019679683938,0.12720264630809294,0.5979961664296441,0.6418442397622366,0.1621375998503935,0.18231539087448112
RLV,137,dense_day,0.3717123891996525,0.5445143713039979,0.9443919681592544,0.27613289557379206,0.175376309665642,0.6182746727648721,0.7529193370106033,0.14108857887814322
RLV,138,dense_night,0.486880397024422,0.5147705759127386,0.8010027112794448,0.4795357183822979,0.33657601526198844,0.4335644086066505,0.6747484879548715,0.8944127367350372
RLV,139,sparse_night,0.9847590887563897,0.3605170202215925,0.40695266585448187,0.7572352332120298,0.6040977149597089,0.42638136814658034,-0.0706313270098875,0.7093996372760235
RLV,140,sparse_day,0.8699175237925025,0.649917510707368,0.078798720659111,0.20599537814259072,0.5037783611952013,0.6960082383536056,0.0033464412121696763,0.08908583434770279
RLV,141,sparse_night,0.8398621960154509,0.15798141469573657,0.09150279375352083,0.906326162319283,0.655907016089232,0.29056268779531547,0.1489055456968469,0.7537060328095083
RLV,142,sparse_day,0.6234369702054677,0.7448487465120577,0.2635868659519897,0.33978944113943865,0.5444944509969809,0.5757175488305422,0.18575272269195595,0.2438394396955845
RLV,143,dense_day,0.1872743349518455,0.4783185983284021,0.8070565003524097,0.39536604387679725,0.28662673575337994,0.4984321198063034,0.6805608907419731,0.35800887791679104
RLV,144,sparse_night,0.7852224452840947,0.4911256480539333,0.1480742851099982,0.8480364087798427,0.7099042072049542,0.13553975219347397,0.0767566042194923,1.062437100673379
RLV,145,dense_day,0.46099798967865063,0.5799856271592153,0.9742841058267556,0.46035913745737506,0.40507769226399687,0.4892227462137818,0.9748391478663742,0.3558797642734025
RLV,146,dense_day,0.2299754960017069,0.6736222478321803,0.9376308353940219,0.17505753944355104,0.194707092197295,0.4357690700807411,0.9154327798584658,0.33306874787550544
RLV,147,dense_day,0.32215063095699475,0.9251407531350986,0.8519802108897305,0.21096352867972118,0.2289804049632031,0.7626518780115303,0.9517311387493226,0.46889269367006725
RLV,148,sparse_night,0.9386169759433813,0.34993285779404554,0.03416993775221566,0.7026419204511197,0.7477822302496483,0.32273566897638295,0.1353316678430888,0.6651521521242905
RLV,149,dense_night,0.3332023342849951,0.3327039019080494,1.0090348472281028,0.9544519910322564,0.27350917718443174,0.24026629200937294,0.6228716067609604,0.8268464727966687
RLV,150,sparse_night,0.7383957477420733,0.4897258420646249,0.20181132094203422,0.6587339464071893,0.7434446745163521,0.48673250860626377,0.2357238380128829,0.6898119845113495
RLV,151,dense_day,0.3697660723964039,0.5979850821680288,0.9381208346166321,0.20610341689738898,0.17400836414155946,0.5601137021528197,0.6403339195210286,0.2611606806007635
RLV,152,sparse_day,0.7359636982465972,0.7406170416858034,0.33358497207066173,0.25318811336290575,0.49530768270131975,0.8310255693311105,0.30275707723466205,0.19520092223291324
RLV,153,sparse_day,0.552981205170295,0.562705262043336,0.38509782402129805,0.28678930451974816,0.23006338284614242,0.8905126218790604,0.22196748283667422,0.29120428068817805
RLV,154,sparse_day,0.6063846518938677,0.647073639549492,0.09817653028760868,0.2208865144223143,0.6561214052768529,0.5085491780019878,0.0010691791491317937,0.06561113851722947
RLV,155,dense_night,0.3484939057273556,0.22878107915464294,0.6115459511375363,0.7072764277108337,0.4367920611742987,0.17862120274592602,0.8411929698457017,0.7916857167789696
RLV,156,dense_night,0.4396462593545888,0.39753723012089365,0.5362633199728587,0.6618970007360134,0.37301092817816706,0.49683977844223703,0.6892524806511686,0.7317831410867346
RLV,157,sparse_night,0.7613225786897587,0.5850141775529918,-0.06608916881098373,0.6507703288952165,0.8260129756031372,0.5123307487217523,0.1742606996385688,0.8842570222764988
RLV,158,sparse_day,0.4010337939797764,0.47262841207326795,0.3269250444637538,0.2600661217413499,0.39821186371638706,0.64225344800582,0.13288894161563014,0.14506000569894617
RLV,159,dense_day,0.5531492054153255,0.5179788073482072,0.8298910194706942,0.3611106436558731,0.3215218314720128,0.598018355666405,0.883673785234208,0.3147106278719092
RLV,160,sparse_night,0.9532105777895599,0.4023811389940817,0.12111125506155593,0.6584123162284699,0.758368423417016,0.3684183239939656,0.17263628448957183,0.8130917653342384
RLV,161,sparse_night,0.7729897196774941,0.16121774394005012,-0.07401555213147207,0.7195288817705197,0.757231719169857,0.12705199999631772,0.17123733169025745,0.9395427563979608
RLV,162,dense_night,0.3216847207518579,0.5795221585944237,0.5199934071592045,0.7334376482116931,0.2546195330670529,0.3013998614723594,0.6734286638791175,0.5816826779896902
RLV,163,sparse_day,0.6011204061451761,0.6252443255984539,0.0170206420059294,0.3298261292901915,0.6004099060810214,0.9063250864980184,0.15348387557883045,0.2888150194131247
RLV,164,sparse_night,0.6982517833070236,0.26862184641150927,0.08977134049182786,0.8083627254873309,0.9324424005141791,0.20351669746462908,0.2807597774684324,0.812198149870557
RLV,165,dense_night,0.4120551124999474,0.3020545864499582,0.7187003865310051,0.7366637210507698,0.24485557251871015,0.21713389994091184,0.713849859249453,0.6825549282527007
RLV,166,dense_night,0.518715639452016,0.36805711064103375,0.5968593253933682,0.7129094571480121,0.7133291474091115,0.5475206392385343,0.3930720524690761,0.7076011784433813
